video_path,label,pos_snr,pos_peak_prom,pos_interreg_corr,pos_harmonic,chrom_snr,chrom_peak_prom,chrom_interreg_corr,chrom_harmonic,brightness_var,n_frames
FaceForensics++/original_sequences/youtube/c23/videos/000.mp4,0,0.19544637205496093,5.799027830293955,0.287747165815665,0.3140037674210177,0.1950028634258607,6.0124369010775185,0.30842049376064823,0.04878522731886273,6.204509660337615,150
FaceForensics++/original_sequences/youtube/c23/videos/003.mp4,0,0.2456517585486145,10.052211377326165,0.014477261430175506,0.06580137643439872,0.20891050831105132,9.612730036221512,0.1725295188435251,0.16761430610798947,0.5425985421140804,150
FaceForensics++/original_sequences/youtube/c23/videos/007.mp4,0,0.22360340026168649,12.35272734893605,0.15789073656868838,0.13248532357745185,0.19942480009774086,7.347031445509056,0.0026362765226066016,0.10529300465997488,3.6740718709664786,150
FaceForensics++/original_sequences/youtube/c23/videos/009.mp4,0,0.2511506312121495,9.134323968887538,0.09560397941027021,0.13342697794353534,0.24693652341277253,7.834762285343996,0.2997034869012143,0.12478793958511776,0.2162260582954496,150
FaceForensics++/original_sequences/youtube/c23/videos/005.mp4,0,0.19144090900616673,8.251192792961888,0.1265956779188749,0.42971456738199265,0.20716634886753518,17.88087535557213,0.2111134534046832,0.32316409564476134,1.7474380338658868,150
FaceForensics++/original_sequences/youtube/c23/videos/008.mp4,0,0.14247958117302942,3.8941182585378358,0.09198705811752457,0.049475543639191204,0.18502768003795156,7.564454662932351,0.22542949030384737,0.03365008410090942,17.910348506283277,150
FaceForensics++/original_sequences/youtube/c23/videos/010.mp4,0,0.21935917438096642,9.903523646612898,0.23043833692804805,0.17931105684179757,0.22374373936623873,9.332506692651103,-0.027820823204890904,0.07837262212300518,1.857883069328262,150
FaceForensics++/original_sequences/youtube/c23/videos/006.mp4,0,0.25806621875098074,8.032220047280989,-0.03704237491374037,0.06264897200073923,0.2709527307222095,9.49808543540774,0.25635229735442017,0.10956919951746098,0.31045370652523796,150
FaceForensics++/original_sequences/youtube/c23/videos/004.mp4,0,0.22666645075325242,9.5322885271161,0.09370246400231878,0.1164775574214117,0.19393753530633984,5.59197390139239,0.012387080295555764,0.019953031493206614,112.54533359722768,150
FaceForensics++/original_sequences/youtube/c23/videos/001.mp4,0,0.2373390097477397,12.258788511627381,0.20085471048524287,0.1634094861701453,0.22485632736177932,11.317795688998897,0.08016355518743813,0.36088223105093503,31.363544853929568,150
FaceForensics++/original_sequences/youtube/c23/videos/002.mp4,0,0.21950159296873237,6.168857114457471,-0.12489294634674604,0.052017691477290455,0.18362078984350974,4.901483640423053,0.004065999417826871,0.27675437379661444,7.3207088769589825,150
FaceForensics++/original_sequences/youtube/c23/videos/011.mp4,0,0.20630493973315378,7.0139717186438615,0.5220348298221199,0.14429069112945747,0.2798470414122582,11.201088349131723,0.7009491619708582,0.31346968269897996,2.1917466356440483,150
