video_path,label,pos_snr,pos_peak_prom,pos_interreg_corr,pos_harmonic,chrom_snr,chrom_peak_prom,chrom_interreg_corr,chrom_harmonic,brightness_var,n_frames
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/003_000.mp4,1,0.2327488910027167,8.549805258547591,0.28447196870174624,0.07401985807083078,0.2441772901101332,11.407495017632657,0.24043494854676517,0.08255924579949288,0.552384431898173,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/009_027.mp4,1,0.19902105568483286,5.429182681438657,0.13797412260251343,0.31034667243007136,0.23745537735166655,9.425099691369486,0.21647366878203558,0.3451726899743857,0.13666012008709816,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/008_990.mp4,1,0.21637046987340894,11.51231718368305,0.25669834874949127,0.008656993969098048,0.19812550741535795,10.154422394874134,0.23344509356057755,0.0653159469815135,17.547109279405184,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/007_132.mp4,1,0.19557739550975242,7.60630872203491,-0.05256847968305498,0.3765136466285643,0.1827736900152462,6.883832577924785,-0.06951603312741676,0.2993165631569091,4.323902397306321,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/010_005.mp4,1,0.19970736104607398,7.919227270719708,0.2130205638449467,0.3214211681458807,0.18605357817564472,7.637565367875993,0.13582469921524148,0.3632073675653757,2.097166068216593,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/000_003.mp4,1,0.2174533583476164,12.126453763128772,-0.04920254652831563,0.22647747939984533,0.21330283659549587,9.203773347950216,0.0782159013599462,0.39589694714295237,6.235149789548357,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/005_010.mp4,1,0.1906054919118466,7.411885335696534,0.22771145051118116,0.3914966230262526,0.2071583430652261,7.851356172825298,0.1609767186314652,0.2880026361421387,1.7392896871477872,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/004_982.mp4,1,0.15470584766791284,4.38995979842774,0.19495014882948658,0.11265445921884824,0.23407415674984758,11.048180939475479,0.14229580922316548,0.019087896938796627,112.32301147013146,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/006_002.mp4,1,0.3607111681483395,27.939453535231138,0.3682268632769867,0.02121531011652511,0.3619095193006507,35.85510605754786,0.31290361498095587,0.028020915883319352,0.31374270135051147,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/011_805.mp4,1,0.20950189974754055,7.98164290860013,0.36751559210560103,0.05904654159948799,0.24769228608587102,9.776511616286118,0.2858700335295081,0.0178284707589061,1.874905929254625,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/001_870.mp4,1,0.2121657215571053,9.560320775165543,0.34470089234101936,0.13959573544605877,0.23780399450791578,11.403461673588302,0.3992305973410459,0.03264247216240871,31.44451517096182,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/002_006.mp4,1,0.2043678038083526,8.465292838960561,0.45045764586455705,0.30350295512658926,0.23836654699371698,9.069411254064764,0.4346189874884175,0.06380592489280452,10.954786617263684,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/015_919.mp4,1,0.22151374973224205,5.086814737885516,-0.08169083048429927,0.0510358395714609,0.2521197388906362,12.15719814086342,0.17007218823278847,0.1328740589266415,0.05633745941210547,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/014_790.mp4,1,0.21001211216008212,5.630535261393863,0.5455672598419827,0.21501671885763105,0.22962285878653252,7.718596228056218,0.3966836639185603,0.1477477580316934,52.08193126327142,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/013_883.mp4,1,0.249014112493309,17.56718483702132,0.29529696369000974,0.05243784152171721,0.26968634236638217,16.291681774109094,0.32794702528947095,0.19822331348335917,1.9223196431489145,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/012_026.mp4,1,0.29856646915961543,16.063287967794153,0.5157570362588909,0.1370606389811933,0.28724228727108125,17.011301763221997,0.3788422028565009,0.07116957793340781,7.537714945398939,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/016_209.mp4,1,0.3011894765419937,21.509528843879284,0.312924637553464,0.27292779219259816,0.19253774310387214,4.8655185627143815,0.30838070435942627,0.28256675742984655,37.10523350996633,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/018_019.mp4,1,0.24435128424114896,10.110413516978161,0.07011952954497178,0.31012494622961245,0.21434897018010476,6.5692369852399395,0.08282010393421801,0.3857152069067175,0.919737326386927,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/019_018.mp4,1,0.3208961611604401,11.897465702888839,0.46837505572622673,0.23639382507896503,0.3093969033203748,38.08584481139788,0.3896438859173917,0.04090049805837486,0.4184385705422332,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/017_803.mp4,1,0.234445546259649,11.82336790961216,0.22770150618908902,0.09676025259768041,0.2126428235214737,9.521271185039167,0.24661879526921507,0.1402346758900431,2.6191177874294698,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/021_312.mp4,1,0.29197787498165156,13.656320894920974,0.08111134847709218,0.07034195429938421,0.3046738865685194,9.89351146015725,0.26760722752187033,0.05868025036755812,0.17542690308359235,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/023_923.mp4,1,0.2167129789069405,11.210953657698335,0.3649294462200284,0.1607234266931861,0.20996334512100748,8.449834131092972,0.18474806924121812,0.2522060107187043,6.636969974230684,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/020_344.mp4,1,0.22845843551683975,8.243787119309077,0.3477139988681035,0.28970131441726304,0.24054655580136394,10.535185335258033,0.3947555715069983,0.14396340966696194,2.8501169334649847,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/022_489.mp4,1,0.22157981578930283,11.215558359669027,-0.042192157100968374,0.10758211437160421,0.23975754066060265,7.926046251449486,0.13314482569025773,0.07419409482814882,0.0898166171037171,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/024_073.mp4,1,0.2328510858316204,8.09535388428631,0.15512592390258392,0.1501409556418349,0.13738418231160915,3.48111422644058,0.7190394011051575,0.2063295571449207,90.54772641337898,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/027_009.mp4,1,0.15693117947321747,3.239473365281134,0.17320768642699966,0.3798691738589413,0.1916246722710733,4.36075970741447,0.20528769618212142,0.228144196460084,0.5196314694027835,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/026_012.mp4,1,0.27550528324343165,13.500805449736172,0.15245763231907886,0.06533966594114393,0.2893238924266955,14.854233980618298,0.11930818680777833,0.0944597081745293,35.01047743747772,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/029_048.mp4,1,0.20982523026918184,8.448972088478738,-0.10088904021264249,0.08806443761892511,0.25601887636217296,9.584942819912609,-0.09003081793358096,0.11148210496438558,0.44340497722065225,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/028_068.mp4,1,0.18947338008660478,5.320281109798263,0.16869181428182298,0.09893157894451456,0.2214487915868518,5.808927961669763,0.09664518316616962,0.24430530219680913,34.359547800378046,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/031_163.mp4,1,0.2798832264004653,9.713641785659702,0.47651595894306326,0.17604727088860717,0.2983389704990754,16.28458498921904,0.450928776769155,0.22686298397421245,0.1958953349689816,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/035_036.mp4,1,0.24080859828482604,10.34499909343529,0.18212088929040837,0.40810867335772344,0.2512055313079123,9.956981224650635,-0.03248334107478438,0.16669556228586432,0.26902649860911576,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/025_067.mp4,1,0.21897633318580892,5.839778988166972,0.17536547957263116,0.12254829587958009,0.25164135565625684,8.117743632152376,0.013680409926817507,0.004979905707942002,0.05549317447334784,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/032_944.mp4,1,0.2870821917268429,20.232621514252273,0.45832629593495094,0.10523894517404837,0.3055475583356262,19.013723910431278,0.3875604396381081,0.20639586123717701,2.5629900218211974,150
FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/034_590.mp4,1,0.2567503849639446,8.033599486471413,0.6960217035029764,0.1434143815233859,0.2612929689274777,11.304455923259288,0.6760819568091531,0.26916683939884684,45.54833452109389,150
